Merchant_id,Transaction date,Average Amount/transaction/day,Transaction_amount,Is declined,Total Number of declines/day,isForeignTransaction,isHighRiskCountry,Daily_chargeback_avg_amt,6_month_avg_chbk_amt,6-month_chbk_freq,isFradulent,
6396307681,,380.3262615,17495.00803,N,0,Y,Y,0,0,0,Y,
6403649379,,805.5476019,31416.35647,N,0,Y,N,0,0,0,Y,
6412131239,,684.2297364,30106.1084,N,4,Y,Y,0,0,0,Y,
6416323290,,483.5514489,13539.44057,N,9,N,N,0,0,0,Y,
6419109258,,534.4449872,14430.01465,N,0,N,N,780,188,7,Y,
6455635890,,705.8118035,41642.89641,N,0,N,N,940,815,6,Y,
6471049957,,81.53100514,4728.798298,N,0,Y,Y,0,0,0,Y,
6485322328,,421.2386089,19798.21462,N,8,N,N,777,195,1,Y,
6486520105,,107.0893057,3212.679171,N,8,N,N,0,0,0,Y,
6487405222,,302.5597406,17548.46495,N,0,N,N,941,826,9,Y,
6494182360,,503.9905822,28223.4726,N,1,Y,N,0,0,0,Y,
6511919222,,238.2450816,10482.78359,N,6,Y,Y,0,0,0,Y,
6514902255,,9.919197533,257.8991359,N,6,Y,Y,0,0,0,Y,
6516357223,,43.21184997,2333.439898,N,7,Y,Y,0,0,0,Y,
6537548014,,895.6099868,50154.15926,N,0,N,N,841,386,8,Y,
6553441185,,796.4496467,19911.24117,N,8,Y,Y,0,0,0,Y,
6561840914,,814.1466471,24424.39941,N,9,Y,Y,0,0,0,Y,
6586987902,,973.996789,56491.81376,N,6,Y,N,0,0,0,Y,
6597904988,,259.3645136,13227.59019,N,0,Y,Y,0,0,0,Y,
6606661761,,756.7421967,37080.36764,N,4,N,N,673,512,8,Y,
6612448144,,979.5642622,49957.77737,N,6,Y,Y,0,0,0,Y,
6619775423,,378.3035981,12862.32234,N,0,N,N,956,645,6,Y,
6633884878,,263.4791392,8694.811594,N,2,Y,Y,0,0,0,Y,
6656725630,,769.0106009,40757.56185,N,6,Y,Y,0,0,0,Y,
6661273529,,880.9781253,24667.38751,N,4,Y,N,754,585,7,Y,
6661273529,,1000,56000,Y,1,Y,N,754,585,7,Y,
6661273529,,2000,54000,Y,2,Y,N,754,585,7,Y,
6661273529,,2000,106000,N,3,Y,N,754,585,7,Y,
6661273529,,1000,28000,N,4,Y,N,754,585,7,Y,
6661273529,,500,20000,N,5,Y,N,754,585,7,Y,
6661273529,,300,15000,N,6,Y,N,754,585,7,Y,
6661273530,,1000,27000,Y,0,Y,N,754,585,7,Y,
6661273530,,1000,34000,Y,1,Y,N,754,585,7,Y,
6661273530,,2000,80000,Y,2,Y,N,754,585,7,Y,
6661273530,,2000,108000,Y,3,Y,N,754,585,7,Y,
6661273530,,1000,29000,Y,4,Y,N,754,585,7,Y,
6661273530,,500,23000,Y,5,Y,N,754,585,7,Y,
6661273530,,300,15300,Y,6,Y,N,754,585,7,Y,
6661273531,,1200,61200,Y,0,Y,Y,754,585,7,Y,
6661273531,,600,16200,Y,1,Y,Y,754,585,7,Y,
6661273531,,300,7800,Y,2,Y,Y,754,585,7,Y,
6661273531,,500,16500,Y,0,N,N,754,585,7,Y,
6661273531,,500,19500,Y,1,N,N,754,585,7,Y,
6661273531,,500,14000,Y,2,N,N,754,585,7,Y,
6661273532,,500,17500,Y,1,N,N,754,585,7,Y,
6661273532,,500,23000,N,2,N,N,754,585,7,Y,
6661273532,,800,24800,Y,1,N,N,754,585,7,Y,
6661273532,,400,10400,Y,2,N,N,754,585,7,Y,
6661273532,,200,10400,N,3,N,N,754,585,7,Y,
6661273533,,800,35200,Y,1,N,N,754,585,7,Y,
6661273533,,400,14000,Y,2,N,N,754,585,7,Y,
6661273533,,200,7800,N,3,N,N,754,585,7,Y,
6661273534,,800,31200,Y,0,Y,Y,754,585,7,Y,
6661273534,,700,25900,Y,1,Y,Y,754,585,7,Y,
6661273534,,800,40800,Y,0,Y,Y,754,585,7,Y,
6661273534,,800,40000,Y,1,Y,Y,754,585,7,Y,
6661273534,,400,12800,Y,2,Y,Y,754,585,7,Y,
6661273534,,200,11600,N,3,Y,Y,754,585,7,Y,
6661273531,,1200,54000,Y,0,Y,Y,754,585,7,Y,
6661273531,,600,17400,Y,1,Y,Y,754,585,7,Y,
6661273531,,300,15000,Y,2,Y,Y,754,585,7,Y,
6661273531,,500,26500,Y,4,N,N,754,585,7,Y,
6661273531,,500,22000,Y,5,N,N,754,585,7,Y,
6661273531,,500,14000,Y,6,N,N,754,585,7,Y,
6661273532,,1000,29000,Y,1,Y,Y,754,585,7,Y,
6661273532,,1000,43000,Y,2,Y,Y,754,585,7,Y,
6661273532,,500,25500,Y,3,N,N,754,585,7,Y,
6661273532,,500,18000,Y,4,N,N,754,585,7,Y,
6661273532,,500,16500,Y,5,N,N,754,585,7,Y,
6661273533,,1000,35000,Y,1,Y,Y,754,585,7,Y,
6661273533,,1000,49000,Y,2,Y,Y,754,585,7,Y,
6661273533,,500,20500,Y,0,N,N,754,585,7,Y,
6661273533,,500,13500,Y,1,N,N,754,585,7,Y,
6661273533,,500,22500,Y,2,N,N,754,585,7,Y,
6661273533,,100,3100,Y,2,N,N,754,585,7,Y,
6661273533,,100,5300,Y,2,N,N,754,585,7,Y,
3160041996,,185.5,5008.5,Y,0,N,N,0,0,0,N,
3160041996,,185.5,742,Y,1,N,N,0,0,0,N,
3160041996,,185.5,2411.5,Y,2,N,N,0,0,0,N,
3200016990,,262.5,3412.5,N,0,N,N,0,0,0,N,
3200016990,,375,10875,N,0,N,N,0,0,0,N,
3200016990,,375,4125,N,0,N,N,0,0,0,N,
3333780991,,375,4125,N,0,N,N,0,0,0,N,
3335028024,,795.3258416,17497.16852,N,0,N,N,0,0,0,N,
3335329456,,574.8953529,7473.639588,N,0,N,N,0,0,0,N,
3337530841,,697.1947817,697.1947817,N,0,Y,N,530,438,1,N,
3338290326,,660.9056456,13879.01856,N,6,N,N,0,0,0,N,
3341313096,,139.5079394,1255.571455,N,0,N,N,0,0,0,N,
3341718873,,908.66928,1817.33856,N,0,N,N,0,0,0,N,
3342028911,,182.8927022,3292.06864,N,0,Y,N,0,0,0,N,
3343183606,,748.9456577,18723.64144,N,0,N,N,0,0,0,N,
3343565842,,925.6920964,24067.99451,N,0,N,N,0,0,0,N,
3347141750,,784.7583042,2354.274913,N,0,N,N,0,0,0,N,
3349106106,,571.218401,11424.36802,N,0,Y,N,0,0,0,N,
3349221228,,537.2396194,537.2396194,N,1,N,N,0,0,0,N,
3351178102,,801.4859808,801.4859808,N,0,N,N,0,0,0,N,
3351313375,,793.2098759,6345.679007,N,0,N,N,0,0,0,N,
3352166255,,388.4139607,5437.79545,N,0,N,N,0,0,0,N,
3352708526,,702.0144268,6318.129841,N,0,N,N,0,0,0,N,
3356830106,,477.5880271,6686.232379,N,4,Y,N,0,0,0,N,
3358331170,,977.8147143,15645.03543,N,0,N,N,0,0,0,N,
3359485487,,604.4644263,14507.14623,N,0,Y,N,0,0,0,N,
3359515389,,738.8735633,15516.34483,N,0,Y,N,918,781,2,N,
3361344544,,176.9943282,4424.858205,N,0,Y,N,0,0,0,N,
3362934997,,772.5997851,16997.19527,N,0,N,N,0,0,0,N,
3363782481,,817.7037576,16354.07515,N,0,N,N,0,0,0,N,
3364000461,,900.8032314,26123.29371,N,0,N,N,0,0,0,N,
3364792317,,695.8323671,15308.31208,N,0,N,N,0,0,0,N,
3365168978,,515.8856183,10833.59798,N,1,N,N,0,0,0,N,
3369503548,,797.6814921,19144.35581,N,0,N,N,0,0,0,N,
3372853708,,73.02885368,1752.692488,N,6,N,N,0,0,0,N,
3373747581,,554.570771,554.570771,N,0,N,N,0,0,0,N,
3374256191,,283.7194669,4823.230937,N,0,N,N,0,0,0,N,
3376642926,,492.0418223,7380.627335,N,0,N,N,0,0,0,N,
3377525986,,518.8298938,518.8298938,N,0,Y,N,730,677,4,N,
3377598810,,980.6475055,0,N,0,N,N,0,0,0,N,
3379194612,,681.4592031,681.4592031,N,0,N,N,0,0,0,N,
3379286495,,258.4302829,7236.047921,N,5,N,N,0,0,0,N,
3382903731,,788.6774125,18928.2579,N,0,N,N,0,0,0,N,
3382992385,,305.901316,7035.730268,N,0,N,N,0,0,0,N,
3384289990,,667.4968404,11347.44629,N,0,Y,N,0,0,0,N,
3386119800,,953.2963089,6673.074162,N,0,N,N,0,0,0,N,
3386625503,,819.2511303,1638.502261,N,0,N,N,0,0,0,N,
3389037502,,991.0820918,0,N,0,N,N,0,0,0,N,
3390311896,,564.6975784,1694.092735,N,0,N,N,0,0,0,N,
3390408118,,869.7825668,5218.695401,N,0,N,N,0,0,0,N,
3390421922,,226.3208575,4526.41715,N,0,N,N,0,0,0,N,
3391137811,,757.6708984,10607.39258,N,1,N,N,0,0,0,N,
3392483844,,810.3804191,18638.74964,N,0,N,N,0,0,0,N,
3392901760,,948.2604521,27499.55311,N,0,Y,N,0,0,0,N,
3393045253,,33.32058923,966.2970877,N,0,N,N,0,0,0,N,
3393235177,,765.1056955,6120.845564,N,0,N,N,0,0,0,N,
3394443999,,139.5080885,418.5242655,N,3,N,N,0,0,0,N,
3395034027,,753.3895864,11300.8438,N,0,N,N,712,638,5,N,
3396089333,,904.0919615,18081.83923,N,0,N,N,0,0,0,N,
3396563973,,480.3256876,1440.977063,N,0,N,N,0,0,0,N,
3396727901,,575.8866276,9214.186042,N,3,N,N,0,0,0,N,
3399674481,,536.6174844,2683.087422,N,0,Y,N,0,0,0,N,
3400217521,,635.925998,6995.185978,N,0,N,N,0,0,0,N,
3401041254,,945.80618,27428.37922,N,0,N,N,0,0,0,N,
3401072583,,893.6900118,2681.070035,N,2,N,N,0,0,0,N,
3401445241,,772.8766219,10047.39608,N,0,N,N,0,0,0,N,
3401878013,,463.3194612,11119.66707,N,0,N,N,0,0,0,N,
3403918452,,334.0842075,0,N,2,N,N,923,267,5,N,
3405895343,,372.5387616,5215.542662,N,0,N,N,0,0,0,N,
3406168428,,587.8233202,11756.4664,N,3,Y,N,0,0,0,N,
3406913277,,976.8788131,12699.42457,N,6,N,N,0,0,0,N,
3406925116,,761.9929718,16763.84538,N,0,N,N,0,0,0,N,
3409044326,,417.6075211,10022.58051,N,0,Y,N,0,0,0,N,
3409095418,,908.6468831,7269.175065,N,0,N,N,0,0,0,N,
3409260594,,152.2503117,913.5018702,N,0,N,N,0,0,0,N,
3411546968,,577.8632006,4622.905605,N,1,Y,N,0,0,0,N,
3412458375,,325.8021309,6841.844749,N,0,N,N,0,0,0,N,
3413554900,,880.9632491,21143.11798,N,4,N,N,0,0,0,N,
3414287941,,222.8070521,0,N,0,N,N,0,0,0,N,
3416522311,,917.531656,4587.65828,N,0,N,N,0,0,0,N,
3417285699,,319.01937,7018.42614,N,0,N,N,0,0,0,N,
3418158556,,419.0199194,3771.179275,N,0,N,N,0,0,0,N,
3419080002,,896.5871669,19724.91767,N,0,N,N,0,0,0,N,
3419693206,,817.2087569,9806.505083,N,0,N,N,0,0,0,N,
3420501022,,649.5528983,12341.50507,N,0,N,N,0,0,0,N,
3420560059,,938.7780716,26285.786,N,3,Y,N,0,0,0,N,
3422472079,,900.036479,27001.09437,N,1,N,N,0,0,0,N,
3422768759,,315.976275,947.928825,N,0,Y,N,0,0,0,N,
3423976232,,782.086019,14859.63436,N,0,N,N,0,0,0,N,
3425665457,,394.0524621,6698.891856,N,0,N,N,0,0,0,N,
3426603333,,556.1020834,11678.14375,N,0,N,N,0,0,0,N,
3426923173,,710.0134924,14910.28334,N,0,Y,N,0,0,0,N,
3432025717,,870.6814562,9577.496018,N,0,N,N,0,0,0,N,
3433367068,,751.7596085,12028.15374,N,0,N,N,0,0,0,N,
3434958979,,674.5685349,20237.05605,N,0,N,N,0,0,0,N,
3436535040,,245.3440109,1717.408076,N,0,N,N,0,0,0,N,
3439089244,,116.2161332,929.7290656,N,0,N,N,0,0,0,N,
3441115676,,962.8074737,26958.60926,N,0,N,N,0,0,0,N,
3444008590,,755.0230242,16610.50653,N,0,N,N,0,0,0,N,
3444574612,,67.69839344,676.9839344,N,6,N,N,0,0,0,N,
3450450657,,609.1754966,1218.350993,N,0,N,N,0,0,0,N,
3454656550,,879.8399926,0,N,0,Y,N,0,0,0,N,
3456680998,,744.439535,20844.30698,N,0,N,N,0,0,0,N,
3456739646,,174.5748193,0,N,0,N,N,0,0,0,N,
3457182263,,561.8878553,15732.85995,N,0,N,N,0,0,0,N,
3457793169,,255.2412689,2041.930151,N,0,N,N,0,0,0,N,
3458102286,,480.7311598,6730.236237,N,0,N,N,0,0,0,N,
3459461025,,933.6599343,3734.639737,N,0,N,N,0,0,0,N,
3459826071,,114.8077308,1607.308231,N,0,N,N,0,0,0,N,
3466513147,,982.5476097,4912.738049,N,0,N,N,0,0,0,N,
3469733087,,435.9134916,4359.134916,N,0,N,N,0,0,0,N,
3469801806,,226.8339896,453.6679792,N,0,N,N,0,0,0,N,
3470036109,,271.2274609,1356.137305,N,0,N,N,0,0,0,N,
3470420389,,327.5072453,7860.173887,N,0,N,N,0,0,0,N,
3473277510,,736.8517692,13263.33185,N,0,N,N,0,0,0,N,
3474413225,,567.4378159,6241.815975,N,6,N,N,0,0,0,N,
3475849004,,993.317349,13906.44289,N,0,N,N,0,0,0,N,
3475935285,,400.4562388,800.9124776,N,0,N,N,0,0,0,N,
3479876243,,678.9127188,6110.214469,N,0,N,N,0,0,0,N,
3480678455,,533.8960656,4271.168525,N,0,N,N,0,0,0,N,
3481118585,,732.522185,12452.87715,N,0,N,N,0,0,0,N,
3481901056,,259.4495207,2853.944728,N,0,N,N,0,0,0,N,
3482015123,,887.7929168,15092.47959,N,0,N,N,0,0,0,N,
3482027814,,673.7871805,16170.89233,N,0,N,N,0,0,0,N,
3482372454,,592.772034,7706.036442,N,0,N,N,0,0,0,N,
3483261554,,659.8070713,19134.40507,N,0,N,N,0,0,0,N,
3483773246,,502.8393651,4525.554286,N,2,N,N,0,0,0,N,
3484573869,,540.9795433,3245.87726,N,0,N,N,0,0,0,N,
3484615286,,90.01274555,2070.293148,N,0,N,N,0,0,0,N,
3488297673,,153.7511235,615.004494,N,0,N,N,0,0,0,N,
3489307761,,184.4780964,5349.864796,N,0,N,N,0,0,0,N,
3489590587,,741.5584216,1483.116843,N,0,N,N,0,0,0,N,
3489678612,,535.0000484,10165.00092,N,0,N,N,0,0,0,N,
3490791034,,276.7648962,4428.238339,N,2,N,N,0,0,0,N,
3491083090,,535.6385501,8034.578252,N,0,N,N,0,0,0,N,
3491505286,,143.831833,3595.795825,N,0,N,N,0,0,0,N,
3491557751,,645.2165927,10968.68208,N,0,N,N,0,0,0,N,
3493976559,,221.53988,3987.71784,N,0,N,N,0,0,0,N,
3496464197,,295.7822414,4732.515862,N,0,N,N,0,0,0,N,
3498263337,,807.8373395,16964.58413,N,0,Y,N,0,0,0,N,
3499087362,,731.9780894,13907.5837,N,0,Y,N,0,0,0,N,
3499488049,,299.1148076,7776.984998,N,0,N,N,0,0,0,N,
3499689294,,368.4336312,8105.539886,N,0,N,N,0,0,0,N,
3500328343,,746.3343732,21643.69682,N,0,N,N,0,0,0,N,
3501885583,,581.3095268,11044.88101,N,0,N,N,0,0,0,N,
3505803066,,413.8841481,9933.219554,N,3,N,N,0,0,0,N,
3507404802,,653.4400849,6534.400849,N,0,Y,N,0,0,0,N,
3508386391,,551.3288488,13783.22122,N,0,Y,N,0,0,0,N,
3508392910,,588.821206,1766.463618,N,0,Y,N,0,0,0,N,
3510594343,,698.0108159,6282.097343,N,0,Y,N,0,0,0,N,
3511712407,,619.7705306,10536.09902,N,0,N,N,0,0,0,N,
3514946201,,168.1831738,4204.579345,N,5,N,N,0,0,0,N,
3515458871,,931.7107901,7453.686321,N,0,N,N,946,242,4,N,
3515534397,,596.3886428,10734.99557,N,0,N,N,0,0,0,N,
3516097910,,975.2536165,21455.57956,N,0,N,N,0,0,0,N,
3516508833,,350.1571551,9104.086033,N,3,N,N,0,0,0,N,
3516805332,,425.6565945,1702.626378,N,0,N,N,0,0,0,N,
3517947519,,24.61433519,443.0580334,N,0,N,N,0,0,0,N,
3518189460,,884.5431496,0,N,0,N,N,0,0,0,N,
3518236039,,885.7841967,15058.33134,N,3,Y,N,0,0,0,N,
3518422544,,966.6480189,27066.14453,N,0,N,N,0,0,0,N,
3518784657,,154.5972464,1545.972464,N,0,N,N,0,0,0,N,
3519472772,,628.7312042,18861.93613,N,0,N,N,0,0,0,N,
3519486219,,596.4622689,13718.63218,N,0,N,N,0,0,0,N,
3521648616,,541.1007341,15150.82055,N,1,N,N,0,0,0,N,
3522325752,,602.1745806,5419.571225,N,0,N,N,0,0,0,N,
3527412600,,143.7397219,431.2191657,N,0,N,N,0,0,0,N,
3531995557,,835.164541,22549.44261,N,0,N,N,0,0,0,N,
3535300409,,218.2719168,1527.903418,N,0,N,N,0,0,0,N,
3535357836,,210.4549194,4419.553307,N,0,N,N,0,0,0,N,
3536978368,,366.0303963,1464.121585,N,0,N,N,0,0,0,N,
3538500518,,480.9564776,6252.434209,N,0,N,N,0,0,0,N,
3539473672,,524.1820479,4193.456383,N,0,N,N,0,0,0,N,
3540314065,,209.7750891,4405.276871,N,0,Y,N,0,0,0,N,
3540872906,,230.9225454,5080.295999,N,0,N,N,0,0,0,N,
3543390736,,292.3802799,2631.422519,N,0,N,N,0,0,0,N,
3548719208,,514.3955851,2057.58234,N,0,Y,N,0,0,0,N,
3551084045,,400.2530028,5603.542039,N,0,N,N,0,0,0,N,
3551342299,,514.5016284,2572.508142,N,0,N,N,0,0,0,N,
3551695659,,978.9778628,13705.69008,N,0,N,N,0,0,0,N,
3552394097,,356.0531442,1068.159433,N,0,N,N,0,0,0,N,
3552859408,,869.2319171,3476.927668,N,0,Y,N,0,0,0,N,
3553696100,,516.8412666,14471.55546,N,0,N,N,0,0,0,N,
3553702381,,599.6688385,7795.694901,N,3,N,N,0,0,0,N,
3553896680,,356.4103817,8910.259543,N,0,N,N,0,0,0,N,
3556739004,,748.4508721,7484.508721,N,0,N,N,0,0,0,N,
3557818586,,285.9133049,5432.352793,N,0,N,N,0,0,0,N,
3559232671,,650.6815211,16917.71955,N,5,N,N,0,0,0,N,
3559739048,,302.6994428,4540.491642,N,0,N,N,0,0,0,N,
3562603242,,348.9421299,6629.900468,N,0,N,N,0,0,0,N,
3565697089,,233.6998825,3271.798355,N,1,N,N,0,0,0,N,
3567225316,,799.2352664,5594.646865,N,0,Y,N,0,0,0,N,
3568227646,,573.2610841,1146.522168,N,0,N,N,0,0,0,N,
3568567942,,692.9511304,11087.21809,N,0,N,N,0,0,0,N,
3568848026,,861.7200846,1723.440169,N,0,N,N,0,0,0,N,
3569707046,,185.0323486,1295.22644,N,3,N,N,435,346,9,N,
3570312802,,778.9939438,10905.91521,N,0,N,N,0,0,0,N,
3572165186,,268.6039835,5372.07967,N,0,N,N,0,0,0,N,
3576609711,,206.9367032,5794.22769,N,0,N,N,992,975,5,N,
3579409275,,395.5145875,0,N,0,Y,N,0,0,0,N,
3581339014,,552.6568182,0,N,0,N,N,0,0,0,N,
3581393535,,590.1536992,1180.307398,N,0,N,N,0,0,0,N,
3581554883,,954.0631233,23851.57808,N,0,N,N,0,0,0,N,
3581611981,,452.5488594,5430.586313,N,0,N,N,0,0,0,N,
3581842005,,269.7692987,2427.923688,N,0,N,N,0,0,0,N,
3582877117,,488.9997194,488.9997194,N,0,N,N,0,0,0,N,
3583430505,,819.390729,20484.76823,N,0,N,N,0,0,0,N,
3584037717,,984.5235964,26582.1371,N,2,N,N,914,719,5,N,
3584372064,,207.3242988,5183.10747,N,3,N,N,0,0,0,N,
3584920170,,865.6765051,12119.47107,N,0,N,N,0,0,0,N,
3587111798,,428.7149143,3858.434229,N,0,N,N,0,0,0,N,
3589338723,,744.476896,2233.430688,N,0,Y,N,0,0,0,N,
3589352375,,484.5259883,8236.941801,N,6,N,N,0,0,0,N,
3591169587,,870.9886458,10451.86375,N,0,N,N,0,0,0,N,
3592066133,,918.6812021,4593.406011,N,0,N,N,0,0,0,N,
3595135291,,409.7558817,7785.361752,N,0,N,N,0,0,0,N,
3595429127,,504.6446743,15139.34023,N,0,N,N,0,0,0,N,
3596953390,,221.6204952,6426.994361,N,0,N,N,0,0,0,N,
3597840001,,975.2356757,6826.64973,N,0,N,N,0,0,0,N,
3598283335,,106.363069,2871.802863,N,0,N,N,0,0,0,N,
3598667002,,576.8975236,11537.95047,N,0,Y,N,0,0,0,N,
3600685674,,299.0017596,6578.038711,N,0,N,N,0,0,0,N,
3600781509,,313.4224327,1567.112164,N,0,N,N,0,0,0,N,
3602850906,,891.109389,25842.17228,N,0,N,N,0,0,0,N,
3604056060,,734.5007466,15424.51568,N,6,N,N,0,0,0,N,
3606558690,,993.734603,6956.142221,N,0,N,N,0,0,0,N,
3608676640,,486.7195137,8760.951247,N,0,N,N,0,0,0,N,
3608832053,,744.8665475,11172.99821,N,0,N,N,0,0,0,N,
3609537995,,971.4335585,14571.50338,N,0,Y,N,0,0,0,N,
3609627958,,983.3165585,25566.23052,N,0,N,N,937,473,2,N,
3611209181,,206.10803,1030.54015,N,0,N,N,0,0,0,N,
3611436503,,423.1782568,10579.45642,N,0,N,N,0,0,0,N,
3613369246,,463.3685021,13437.68656,N,0,Y,N,0,0,0,N,
3613914338,,946.6120554,21772.07727,N,0,N,N,0,0,0,N,
3614959069,,765.5377846,21435.05797,N,0,N,N,0,0,0,N,
3616173485,,838.8031795,838.8031795,N,0,N,N,0,0,0,N,
3616518993,,825.3938393,20634.84598,N,0,N,N,0,0,0,N,
3618666797,,628.8589918,6288.589918,N,0,N,N,0,0,0,N,
3620451052,,624.7182738,1249.436548,N,0,N,N,0,0,0,N,
3622219417,,371.7361801,6319.515062,N,0,N,N,0,0,0,N,
3622897210,,775.6426744,23269.28023,N,0,N,N,0,0,0,N,
3626875653,,954.2404197,10496.64462,N,2,N,N,0,0,0,N,
3628159967,,355.2746399,8526.591358,N,0,N,N,0,0,0,N,
3631838831,,402.476241,1609.904964,N,0,N,N,0,0,0,N,
3632098158,,261.4292863,2091.43429,N,0,N,N,0,0,0,N,
3634250878,,660.0832143,0,N,1,Y,N,0,0,0,N,
3634909182,,600.5783542,4204.048479,N,0,N,N,0,0,0,N,
3635023073,,392.5302345,2747.711642,N,0,Y,N,0,0,0,N,
3635454329,,491.4858425,2948.915055,N,0,N,N,0,0,0,N,
3636177004,,313.6576982,5018.523171,N,0,Y,N,0,0,0,N,
3637706677,,515.0148265,13905.40032,N,0,N,N,0,0,0,N,
3638878615,,712.7100812,10690.65122,N,0,N,N,0,0,0,N,
3639888440,,52.8857532,158.6572596,N,0,N,N,0,0,0,N,
3644488478,,541.4975899,15703.43011,N,0,N,N,0,0,0,N,
3646878488,,786.4843854,5505.390698,N,0,N,N,0,0,0,N,
3646890136,,314.1968567,2199.377997,N,0,Y,N,0,0,0,N,
3649263911,,846.0664459,21997.72759,N,0,N,N,0,0,0,N,
3650364777,,227.9131563,1823.30525,N,0,N,N,0,0,0,N,
3650732830,,853.5837651,1707.16753,N,0,N,N,0,0,0,N,
3651916813,,755.5034884,6799.531396,N,6,N,N,0,0,0,N,
3652480301,,743.6344504,17103.59236,N,0,N,N,0,0,0,N,
3652909999,,435.8767684,1743.507074,N,0,N,N,0,0,0,N,
3658323901,,705.911185,9882.75659,N,0,N,N,0,0,0,N,
3658809107,,988.0672745,13832.94184,N,0,N,N,0,0,0,N,
3660144651,,931.2138503,3724.855401,N,0,N,N,0,0,0,N,
3662226171,,245.5154513,3928.247221,N,0,N,N,0,0,0,N,
3663158118,,247.6550148,7429.650444,N,0,N,N,0,0,0,N,
3668076095,,881.0773248,10572.9279,N,0,N,N,0,0,0,N,
3669527781,,550.4146843,14310.78179,N,0,N,N,0,0,0,N,
3669567925,,602.3405269,16865.53475,N,0,N,N,0,0,0,N,
3669591416,,914.1891189,10970.26943,N,0,Y,N,0,0,0,N,
3671190139,,662.3495406,2649.398162,N,1,Y,N,0,0,0,N,
3674935143,,833.3532805,23333.89185,N,2,Y,N,0,0,0,N,
3675302818,,535.8868722,7502.416211,N,1,N,N,0,0,0,N,
3676078129,,814.1956054,17098.10771,N,0,N,N,0,0,0,N,
3678951139,,828.3151135,23192.82318,N,0,Y,N,0,0,0,N,
3684775236,,605.5981422,3027.990711,N,0,N,N,0,0,0,N,
3685379831,,35.04904342,981.3732158,N,0,N,N,0,0,0,N,
3685418050,,419.5619303,10489.04826,N,0,N,N,0,0,0,N,
3692503266,,211.1791851,633.5375553,N,0,N,N,0,0,0,N,
3693280007,,703.0219452,16169.50474,N,0,N,N,0,0,0,N,
3693537296,,699.9841384,12599.71449,N,1,N,N,0,0,0,N,
3694077083,,309.0951308,4945.522093,N,2,Y,N,0,0,0,N,
3698051431,,746.9894161,0,N,0,Y,N,0,0,0,N,
3701023477,,407.7602189,11417.28613,N,0,N,N,0,0,0,N,
3702226634,,253.9655417,2031.724334,N,0,N,N,0,0,0,N,
3704833774,,503.9091447,0,N,0,N,N,0,0,0,N,
3707149502,,819.4789443,9014.268387,N,0,N,N,0,0,0,N,
3708167132,,124.7533989,748.5203934,N,0,N,N,0,0,0,N,
3708469594,,901.5045824,10818.05499,N,0,N,N,0,0,0,N,
3708889491,,389.5537416,3116.429933,N,6,N,N,0,0,0,N,
3712792482,,79.71701187,1275.47219,N,0,N,N,0,0,0,N,
3714377023,,474.1123426,0,N,0,N,N,0,0,0,N,
3714469580,,602.1152676,15052.88169,N,0,N,N,0,0,0,N,
3714929449,,495.7634253,0,N,0,N,N,942,843,1,N,
3715363485,,629.8197898,629.8197898,N,0,Y,N,0,0,0,N,
3715986505,,545.6993816,4365.595053,N,0,N,N,0,0,0,N,
3716861385,,874.0810164,16607.53931,N,6,Y,N,0,0,0,N,
3717332618,,578.2834626,578.2834626,N,0,Y,N,0,0,0,N,
3719419524,,896.7453909,4483.726955,N,0,N,N,0,0,0,N,
3719466512,,683.8202526,5470.562021,N,0,N,N,0,0,0,N,
3722133584,,538.9531178,11318.01547,N,6,N,N,0,0,0,N,
3722770866,,627.6328189,15690.82047,N,0,N,N,0,0,0,N,
3723219248,,487.4106254,9260.801883,N,0,Y,N,0,0,0,N,
3723499820,,440.2191503,4842.410653,N,0,N,N,0,0,0,N,
3724965486,,459.384422,2296.92211,N,0,Y,N,0,0,0,N,
3726435993,,602.8981449,3617.388869,N,0,N,N,0,0,0,N,
3731079653,,438.9596391,8779.192782,N,1,N,N,0,0,0,N,
3732340651,,716.4446716,21493.34015,N,0,N,N,0,0,0,N,
3733178718,,465.0166178,4650.166178,N,0,N,N,0,0,0,N,
3733684328,,682.725703,3413.628515,N,0,N,N,0,0,0,N,
3733812221,,223.6510032,0,N,0,N,N,0,0,0,N,
3733913655,,477.0149741,7632.239586,N,0,N,N,0,0,0,N,
3734041065,,684.0287684,13680.57537,N,0,Y,N,0,0,0,N,
3737637735,,622.1654905,0,N,0,N,N,0,0,0,N,
3739346624,,935.1886516,19638.96168,N,0,N,N,0,0,0,N,
3743616647,,406.2528695,10156.32174,N,0,N,N,0,0,0,N,
3744543082,,629.7928216,14485.2349,N,0,N,N,0,0,0,N,
3744723486,,744.1241425,22323.72428,N,0,N,N,0,0,0,N,
3746750530,,669.5612739,6026.051465,N,0,N,N,0,0,0,N,
3748646082,,939.583394,939.583394,N,0,N,N,0,0,0,N,
3748967456,,718.5289043,12933.52028,N,0,N,N,0,0,0,N,
3753168362,,866.8008388,14735.61426,N,0,N,N,0,0,0,N,
3753572882,,104.4619722,417.8478888,N,0,N,N,0,0,0,N,
3754783798,,660.3795958,5283.036766,N,0,N,N,0,0,0,N,
3755892531,,458.5856024,12381.81126,N,0,N,N,0,0,0,N,
3757168855,,391.4067023,391.4067023,N,0,N,N,0,0,0,N,
